"File creation date","Household sequence number","Record type and seq indicator","State","Public Use Microdata Area","Person weight","Person's age","Person's sex","Person's marital status","Person's educational attainment","Person's race","Person is of Hispanic origin","Official poverty status","Person's medical out of pocket expenses, other than premiums (imputed)","Person's Medicare part B premium","Tax units created for TAXSIM","Adjusted gross income","SPM unit's ID","SPM unit's number of persons","SPM unit's number of adults","SPM unit's number of chidren","SPM unit's has cohabiting couple","SPM unit has a UI under 15 years old","SPM unit's equivalence scale","SPM unit's tenure/mortgage status","SPM unit's geographic adjustment","SPM poverty status","SPM unit's threshold","Total SPM resources for SPM unit","SPM unit's cash income","SPM unit's SNAP subsidy","SPM unit's capped housing subsidy","SPM unit's school lunch","SPM unit's energy subsidy","SPM unit's WIC value","SPM unit's federal tax","SPM unit's federal tax before refundable tax credits","SPM unit's federal EITC","SPM unit's FICA and federal retirement","SPM unit's state tax","SPM unit's capped work and child care expenses","SPM unit's work expenses - not capped","SPM unit's child care expenses - not capped","SPM unit's Medical Out-Of-Pocket and Medicare B subsidy","SPM unit's Health insurance premiums (imputed)",""
"20211015","10990","3","42","4202600","16","2","2","5","0","1","0","0","0","0","109900000000","112000","10990001","4","2","2","0","0","1","1","0.8423159999999965","0","24624.265943999897","76656.41156138737","112000","0","0","0","0","0","6949","10989","0","8568","3438.3999","13572.05","3972.0499999999997","9600","2816.1385386126212","1857.6122228231477","0"
"20211015","10990","4","42","4202600","20","0","1","5","0","1","0","0","0","0","109900000000","112000","10990001","4","2","2","0","0","1","1","0.8423159999999965","0","24624.265943999897","76656.41156138737","112000","0","0","0","0","0","6949","10989","0","8568","3438.3999","13572.05","3972.0499999999997","9600","2816.1385386126212","1857.6122228231477","0"
"20211015","10991","1","26","2600600","15","51","1","5","2","1","0","0","1261.9529085872575","0","109910000000","166000","10991001","1","1","0","0","0","0.46346305677196975","2","0.8806429999999992","0","10195.474507686838","120884.76980953064","166000","0","0","0","0","0","31086.5","31086.5","0","2601","6878.5698","2065.466","2065.466","0","2483.694390469356","1221.7414818820985","1221.7414818820985"
"20211015","10992","1","20","2000802","58","51","2","1","3","1","0","0","610.8707409410492","0","109920000000","50000","10992001","4","4","0","0","0","1.2230863395232021","1","0.9036930000000005","0","32312.18126710043","41939.19246423087","62100","0","0","0","0","0","2184","2684","0","4751","1319.8400000000001","7322.547","7322.547","0","4583.420535769129","783.4730984330827","625.7617728531859"
"20211015","10992","2","20","2000802","91","53","1","1","2","1","0","0","3054.3537047052464","0","109920002048","0","10992001","4","4","0","0","0","1.2230863395232021","1","0.9036930000000005","0","32312.18126710043","41939.19246423087","62100","0","0","0","0","0","2184","2684","0","4751","1319.8400000000001","7322.547","7322.547","0","4583.420535769129","783.4730984330827","500"
"20211015","10992","3","20","2000802","140","21","2","5","0","1","0","0","20","0","109920000000","50000","10992001","4","4","0","0","0","1.2230863395232021","1","0.9036930000000005","0","32312.18126710043","41939.19246423087","62100","0","0","0","0","0","2184","2684","0","4751","1319.8400000000001","7322.547","7322.547","0","4583.420535769129","783.4730984330827","0"
"20211015","10992","4","20","2000802","142","20","2","5","0","1","0","0","114.72299168975064","0","109920000014","9000","10992001","4","4","0","0","0","1.2230863395232021","1","0.9036930000000005","0","32312.18126710043","41939.19246423087","62100","0","0","0","0","0","2184","2684","0","4751","1319.8400000000001","7322.547","7322.547","0","4583.420535769129","783.4730984330827","220.59221200648972"
"20211015","10993","1","53","5310800","199","71","2","3","1","1","0","0","31.288088642659204","0","109930000000","1400","10993001","1","1","0","0","0","0.46346305677196975","3","0.9137250000000002","0","12230.46180891575","14320.71191135734","14300","0","0","0","52","0","0","0","0","0","0","0","0","0","31.288088642659204","0","0"
"20211015","10994","1","37","3705200","64","77","1","1","4","1","0","0","1251.5235457063711","1626","109940000000","86200","10994001","2","2","0","0","0","0.6534829100484774","1","0.8353300000000002","0","15958.076986017733","63955.213188744674","90400","0","0","0","0","0","6716","6716","0","3673","2444.99","4130.932","4130.932","0","9479.864811255316","4620","6000"
"20211015","10994","2","37","3705200","56","72","2","1","3","1","0","0","356.34126554894533","1626","109939998720","0","10994001","2","2","0","0","0","0.6534829100484774","1","0.8353300000000002","0","15958.076986017733","63955.213188744674","90400","0","0","0","0","0","6716","6716","0","3673","2444.99","4130.932","4130.932","0","9479.864811255316","4620","3240"
"20211015","10996","1","6","607701","33","60","1","1","3","3","0","1","25","0","109960000000","12000","10996001","5","4","1","0","0","1.328201239943334","3","1.0049299999999992","0","38548.89372625666","41887.63268568237","30050","293","10517.485260779325","0","0","490.43999999999994","-4926","0","3526","918","-230.50999","2065.466","2065.466","0","1636.3365650969527","0","0"
"20211015","10996","2","6","607701","38","34","2","1","2","3","0","1","125.1523545706371","0","109960003584","0","10996001","5","4","1","0","0","1.328201239943334","3","1.0049299999999992","0","38548.89372625666","41887.63268568237","30050","293","10517.485260779325","0","0","490.43999999999994","-4926","0","3526","918","-230.50999","2065.466","2065.466","0","1636.3365650969527","0","0"
