"File creation date","Household sequence number","Record type and seq indicator","State","Public Use Microdata Area","Person weight","Person's age","Person's sex","Person's marital status","Person's educational attainment","Person's race","Person is of Hispanic origin","Official poverty status","Person's medical out of pocket expenses, other than premiums (imputed)","Person's Medicare part B premium","Tax units created for TAXSIM","Adjusted gross income","SPM unit's ID","SPM unit's number of persons","SPM unit's number of adults","SPM unit's number of chidren","SPM unit's has cohabiting couple","SPM unit has a UI under 15 years old","SPM unit's equivalence scale","SPM unit's tenure/mortgage status","SPM unit's geographic adjustment","SPM poverty status","SPM unit's threshold","Total SPM resources for SPM unit","SPM unit's cash income","SPM unit's SNAP subsidy","SPM unit's capped housing subsidy","SPM unit's school lunch","SPM unit's energy subsidy","SPM unit's WIC value","SPM unit's federal tax","SPM unit's federal tax before refundable tax credits","SPM unit's federal EITC","SPM unit's FICA and federal retirement","SPM unit's state tax","SPM unit's capped work and child care expenses","SPM unit's work expenses - not capped","SPM unit's child care expenses - not capped","SPM unit's Medical Out-Of-Pocket and Medicare B subsidy","SPM unit's Health insurance premiums (imputed)",""
"20211015","6828","12","12","1209904","48","13","2","5","0","1","0","0","0","0","68280000000","55200","6828001","12","6","6","0","0","2.1576692799745927","2","1.1362900000000002","0","61244.41589303542","153114.81836671318","179600","2443","0","3034.945","0","490.43999999999994","-69","12460","529","13741","0","9256.274","9256.274","0","9525.29263328684","8116.476454293629","0"
"20211015","6829","1","12","1208613","63","32","2","1","4","3","0","0","1100","0","68290000000","170000","6829001","2","2","0","0","0","0.6534829100484774","2","1.1362899999999985","0","18548.801474557404","118285.83669806094","170000","0","0","0","0","0","23749","23749","0","16245","0","4130.932","4130.932","0","7589.2313019390585","6254.570637119114","5000"
"20211015","6829","2","12","1208613","84","36","1","1","3","1","0","0","234.6606648199445","0","68289998848","0","6829001","2","2","0","0","0","0.6534829100484774","2","1.1362899999999985","0","18548.801474557404","118285.83669806094","170000","0","0","0","0","0","23749","23749","0","16245","0","4130.932","4130.932","0","7589.2313019390585","6254.570637119114","7509.141274238226"
"20211015","6831","1","39","3905700","94","47","1","1","3","1","0","0","500","0","68310000000","157500","6831001","4","4","0","0","0","1.2230863395232021","1","0.9176649999999995","0","32811.7599920257","112226.06164296446","161700","0","0","0","0","0","20499","20999","0","12026","5012.9302","3455.6834999999996","3455.6834999999996","0","8480.324657035546","4915.920224902582","1564.4044321329638"
"20211015","6831","2","39","3905700","120","48","2","1","3","1","0","0","1564.4044321329638","0","68309999616","0","6831001","4","4","0","0","0","1.2230863395232021","1","0.9176649999999995","0","32811.7599920257","112226.06164296446","161700","0","0","0","0","0","20499","20999","0","12026","5012.9302","3455.6834999999996","3455.6834999999996","0","8480.324657035546","4915.920224902582","3600"
"20211015","6831","3","39","3905700","112","24","2","5","0","1","0","0","1500","0","68310000013","0","6831001","4","4","0","0","0","1.2230863395232021","1","0.9176649999999995","0","32811.7599920257","112226.06164296446","161700","0","0","0","0","0","20499","20999","0","12026","5012.9302","3455.6834999999996","3455.6834999999996","0","8480.324657035546","4915.920224902582","521.468144044321"
"20211015","6831","4","39","3905700","117","18","1","5","0","1","0","0","0","0","68310000000","157500","6831001","4","4","0","0","0","1.2230863395232021","1","0.9176649999999995","0","32811.7599920257","112226.06164296446","161700","0","0","0","0","0","20499","20999","0","12026","5012.9302","3455.6834999999996","3455.6834999999996","0","8480.324657035546","4915.920224902582","1812.2498647917791"
"20211015","6834","1","48","4805306","98","69","1","1","4","1","0","0","107.92049756625192","1626","68340000000","71300.5","6834001","2","2","0","0","0","0.6534829100484774","1","1.1262469999999967","0","21515.731903884043","65832.01595556046","76080","0","0","0","0","0","4928.0601","4928.0601","0","0","0","0","0","0","5319.923944439533","341.1959833795013","82.39196675900257"
"20211015","6834","2","48","4805306","93","78","2","1","4","1","0","0","1618.8074634937805","1626","68339998720","0","6834001","2","2","0","0","0","0.6534829100484774","1","1.1262469999999967","0","21515.731903884043","65832.01595556046","76080","0","0","0","0","0","4928.0601","4928.0601","0","0","0","0","0","0","5319.923944439533","341.1959833795013","600"
"20211015","6835","1","28","2800700","26","36","2","1","4","1","0","0","50.905895078420826","0","68350000000","84650","6835001","4","2","2","0","0","1","1","0.8228550000000017","0","24055.34307000005","47671.79284155453","84650","0","0","100.41900000000001","0","0","2801.0801","6842","0","6518","2778.6101","14035.992745898144","4011.7704999999996","10024.222245898145","10944.943212547323","8094.037317468902","305.4353704705245"
